epoch,test/success_rate,stats_o/mean,train/success_rate,test/mean_Q,stats_g/mean,test/episode,stats_o/std,stats_g/std,train/episode
177,0.012500000000000002,0.21077354,0.0025,-58.366314,0.3687205,3540.0,0.92090243,0.21468079,17700.0
178,0.004166666666666667,0.21077369,0.004166666666666667,-58.74596,0.36872077,3560.0,0.9208893,0.21468759,17800.0
179,0.02916666666666667,0.21077418,0.0016666666666666668,-58.209423,0.3687211,3580.0,0.9208781,0.21469314,17900.0
180,0.008333333333333333,0.21077372,0.004166666666666667,-58.36452,0.36872172,3600.0,0.92086697,0.21469681,18000.0
181,0.012500000000000002,0.21077412,0.0,-59.16933,0.36872223,3620.0,0.92085654,0.21470077,18100.0
182,0.016666666666666666,0.21077293,0.0008333333333333334,-58.79259,0.36872348,3640.0,0.92084557,0.21470745,18200.0
183,0.020833333333333332,0.21077205,0.0008333333333333334,-58.829144,0.36872402,3660.0,0.92083406,0.21471338,18300.0
184,0.012500000000000002,0.21077113,0.0016666666666666668,-58.567646,0.36872545,3680.0,0.920825,0.21471882,18400.0
185,0.020833333333333332,0.21077059,0.0008333333333333334,-58.18115,0.3687264,3700.0,0.9208142,0.21472216,18500.0
186,0.008333333333333333,0.21076979,0.0016666666666666668,-60.123608,0.36872768,3720.0,0.9208037,0.2147292,18600.0
187,0.016666666666666666,0.21076925,0.0033333333333333335,-61.275562,0.3687284,3740.0,0.92079276,0.2147351,18700.0
188,0.016666666666666666,0.21076886,0.0,-60.1657,0.36873052,3760.0,0.92078334,0.21474026,18800.0
189,0.016666666666666666,0.21076824,0.0025,-59.56158,0.36873183,3780.0,0.92077273,0.21474533,18900.0
190,0.012500000000000002,0.21076705,0.0008333333333333334,-61.427734,0.3687342,3800.0,0.9207614,0.21474968,19000.0
191,0.020833333333333332,0.21076663,0.0016666666666666668,-59.31099,0.3687354,3820.0,0.9207508,0.21475567,19100.0
192,0.024999999999999998,0.21076556,0.0016666666666666668,-60.79863,0.36873674,3840.0,0.92073864,0.21476151,19200.0
193,0.020833333333333332,0.21076424,0.0025,-60.803005,0.36873832,3860.0,0.920728,0.21476448,19300.0
194,0.012500000000000002,0.2107635,0.004166666666666667,-58.638306,0.36874035,3880.0,0.92071754,0.2147669,19400.0
195,0.020833333333333332,0.21076305,0.0016666666666666668,-58.308136,0.36874107,3900.0,0.9207074,0.21477,19500.0
196,0.012500000000000002,0.21076196,0.0033333333333333335,-61.521336,0.36874166,3920.0,0.9206973,0.21477337,19600.0
197,0.025000000000000005,0.21076071,0.0008333333333333334,-59.8282,0.36874175,3940.0,0.9206864,0.21477847,19700.0
198,0.004166666666666667,0.21076052,0.0,-59.285877,0.36874387,3960.0,0.9206757,0.21478428,19800.0
199,0.012500000000000002,0.21075965,0.0033333333333333335,-61.814957,0.36874595,3980.0,0.92066497,0.214788,19900.0
200,0.020833333333333332,0.21075861,0.0008333333333333334,-60.7332,0.36874822,4000.0,0.920655,0.21479113,20000.0
201,0.004166666666666667,0.21075754,0.0016666666666666668,-61.009014,0.3687501,4020.0,0.9206446,0.21479218,20100.0
202,0.008333333333333333,0.21075653,0.0008333333333333334,-60.09065,0.3687518,4040.0,0.9206355,0.2147979,20200.0
203,0.012500000000000002,0.21075602,0.0,-59.876095,0.36875448,4060.0,0.9206255,0.21480076,20300.0
204,0.029166666666666664,0.21075477,0.0,-59.863525,0.36875525,4080.0,0.9206154,0.21480574,20400.0
205,0.02916666666666667,0.21075393,0.0008333333333333334,-61.243847,0.36875704,4100.0,0.92060584,0.21480952,20500.0
206,0.020833333333333332,0.21075304,0.0008333333333333334,-59.08226,0.36875883,4120.0,0.9205964,0.21481414,20600.0
207,0.008333333333333333,0.2107525,0.0,-60.322956,0.36876026,4140.0,0.9205868,0.21481948,20700.0
208,0.016666666666666666,0.21075177,0.0008333333333333334,-60.579906,0.36876202,4160.0,0.9205769,0.21482258,20800.0
209,0.020833333333333332,0.2107511,0.0025,-59.74516,0.36876473,4180.0,0.9205683,0.21482702,20900.0
210,0.016666666666666666,0.21075028,0.0,-61.559284,0.3687673,4200.0,0.9205579,0.21483211,21000.0
211,0.008333333333333333,0.21074913,0.0025,-61.598553,0.36876974,4220.0,0.920548,0.21483631,21100.0
212,0.012500000000000002,0.21074848,0.0016666666666666668,-61.249287,0.36877236,4240.0,0.92053777,0.21484335,21200.0
213,0.03333333333333333,0.21074761,0.0016666666666666668,-60.470596,0.36877468,4260.0,0.9205285,0.21485122,21300.0
214,0.004166666666666667,0.21074589,0.0008333333333333334,-59.01781,0.36877713,4280.0,0.92051965,0.2148565,21400.0
215,0.008333333333333333,0.21074522,0.0008333333333333334,-63.33848,0.3687803,4300.0,0.9205115,0.21486126,21500.0
216,0.029166666666666664,0.21074416,0.0025,-59.908947,0.36878332,4320.0,0.92050296,0.21486671,21600.0
217,0.016666666666666666,0.21074314,0.0,-59.747944,0.3687862,4340.0,0.92049426,0.21487387,21700.0
218,0.008333333333333333,0.21074231,0.0008333333333333334,-61.625107,0.3687884,4360.0,0.9204855,0.21487863,21800.0
219,0.004166666666666667,0.21074142,0.0016666666666666668,-60.88264,0.36879095,4380.0,0.9204785,0.21488367,21900.0
220,0.008333333333333333,0.21074025,0.0033333333333333335,-59.194744,0.36879316,4400.0,0.9204714,0.21488953,22000.0
221,0.008333333333333333,0.21073954,0.0033333333333333335,-57.960392,0.36879632,4420.0,0.9204671,0.21489547,22100.0
222,0.012500000000000002,0.21073912,0.0008333333333333334,-60.2848,0.36879882,4440.0,0.92046404,0.21490131,22200.0
223,0.012500000000000002,0.21073811,0.0016666666666666668,-57.032307,0.36880174,4460.0,0.9204604,0.21490492,22300.0
224,0.008333333333333333,0.21073653,0.0,-59.33714,0.36880472,4480.0,0.9204586,0.21491002,22400.0
225,0.004166666666666667,0.21073456,0.0016666666666666668,-56.68564,0.36880758,4500.0,0.9204561,0.21491589,22500.0
226,0.008333333333333333,0.21073328,0.0,-55.827587,0.36881033,4520.0,0.9204529,0.21492164,22600.0
227,0.029166666666666664,0.2107327,0.0,-56.14809,0.36881348,4540.0,0.9204493,0.21492858,22700.0
228,0.008333333333333333,0.2107315,0.0016666666666666668,-59.043255,0.368816,4560.0,0.9204457,0.2149369,22800.0
229,0.004166666666666667,0.21073051,0.0,-59.66863,0.36881873,4580.0,0.9204412,0.21494414,22900.0
230,0.025000000000000005,0.21072955,0.0008333333333333334,-56.81502,0.36882147,4600.0,0.9204373,0.21494953,23000.0
231,0.016666666666666666,0.21072944,0.0,-57.249104,0.36882505,4620.0,0.92043287,0.2149533,23100.0
232,0.03333333333333333,0.21072884,0.0008333333333333334,-55.957966,0.36882785,4640.0,0.920428,0.2149566,23200.0
233,0.020833333333333332,0.21072884,0.0025,-58.809795,0.3688307,4660.0,0.9204219,0.21496157,23300.0
234,0.02916666666666667,0.21072854,0.0008333333333333334,-55.911884,0.36883357,4680.0,0.9204156,0.21496733,23400.0
235,0.008333333333333333,0.21072797,0.0016666666666666668,-56.621716,0.36883727,4700.0,0.9204084,0.21496929,23500.0
236,0.012500000000000002,0.21072781,0.0016666666666666668,-59.08462,0.36883947,4720.0,0.92040044,0.21497513,23600.0
237,0.008333333333333333,0.21072729,0.004166666666666667,-56.252666,0.36884084,4740.0,0.92039293,0.21497853,23700.0
238,0.008333333333333333,0.21072693,0.0008333333333333334,-54.987698,0.36884287,4760.0,0.9203828,0.21498151,23800.0
239,0.016666666666666666,0.21072643,0.0,-56.687817,0.3688456,4780.0,0.92037463,0.21498598,23900.0
240,0.008333333333333333,0.21072608,0.0025,-56.868298,0.36884823,4800.0,0.92036575,0.21498881,24000.0
241,0.020833333333333332,0.21072517,0.0033333333333333335,-55.21127,0.36885056,4820.0,0.9203566,0.21499123,24100.0
242,0.024999999999999998,0.2107249,0.0025,-59.024307,0.36885372,4840.0,0.92034763,0.21499538,24200.0
243,0.012500000000000002,0.210725,0.0016666666666666668,-56.86325,0.36885604,4860.0,0.9203377,0.21500035,24300.0
244,0.008333333333333333,0.21072458,0.0008333333333333334,-57.501675,0.36885795,4880.0,0.92032796,0.21500616,24400.0
245,0.0,0.21072412,0.0016666666666666668,-57.173542,0.3688592,4900.0,0.9203193,0.21501084,24500.0
246,0.008333333333333333,0.21072356,0.0016666666666666668,-57.800236,0.3688607,4920.0,0.9203097,0.21501578,24600.0
247,0.03333333333333333,0.21072324,0.0025,-57.016003,0.36886334,4940.0,0.92029935,0.2150205,24700.0
248,0.02916666666666667,0.21072312,0.0008333333333333334,-57.144806,0.3688663,4960.0,0.92028874,0.21502538,24800.0
249,0.016666666666666666,0.21072249,0.0016666666666666668,-58.334698,0.36886856,4980.0,0.920278,0.21503146,24900.0
250,0.004166666666666667,0.21072207,0.0025,-58.826366,0.36887097,5000.0,0.9202678,0.21503754,25000.0
251,0.020833333333333332,0.21072133,0.0008333333333333334,-59.915165,0.36887297,5020.0,0.92025715,0.21504486,25100.0
252,0.012500000000000002,0.21072088,0.0008333333333333334,-57.09944,0.36887583,5040.0,0.92024636,0.21504886,25200.0
253,0.012500000000000002,0.21072024,0.0,-58.52522,0.3688794,5060.0,0.9202359,0.21505274,25300.0
254,0.020833333333333332,0.2107196,0.0008333333333333334,-57.45427,0.3688821,5080.0,0.92022496,0.21505769,25400.0
255,0.020833333333333332,0.21071954,0.0008333333333333334,-60.269062,0.36888447,5100.0,0.9202146,0.21506254,25500.0
256,0.008333333333333333,0.21071881,0.0008333333333333334,-59.35432,0.36888814,5120.0,0.9202035,0.21506773,25600.0
257,0.004166666666666667,0.21071889,0.0,-59.54099,0.36889133,5140.0,0.9201925,0.2150728,25700.0
258,0.016666666666666666,0.21071857,0.0008333333333333334,-58.1971,0.36889362,5160.0,0.9201824,0.2150781,25800.0
259,0.016666666666666666,0.21071862,0.0016666666666666668,-58.43626,0.36889568,5180.0,0.920172,0.21508439,25900.0
260,0.008333333333333333,0.21071833,0.0016666666666666668,-59.593052,0.3688983,5200.0,0.92016155,0.21508808,26000.0
261,0.0,0.21071808,0.0008333333333333334,-59.094395,0.36889997,5220.0,0.92015094,0.21509254,26100.0
262,0.008333333333333333,0.21071891,0.0025,-59.23999,0.3689027,5240.0,0.92013973,0.21509789,26200.0
263,0.020833333333333332,0.21071965,0.0008333333333333334,-57.052303,0.36890468,5260.0,0.9201279,0.2151018,26300.0
264,0.012500000000000002,0.21071954,0.0016666666666666668,-57.212494,0.36890697,5280.0,0.9201174,0.21510942,26400.0
265,0.012500000000000002,0.21071915,0.0016666666666666668,-59.65955,0.3689085,5300.0,0.9201067,0.21511622,26500.0
266,0.016666666666666666,0.21071891,0.0016666666666666668,-58.11151,0.3689107,5320.0,0.92009526,0.21511996,26600.0
267,0.016666666666666666,0.21071877,0.0016666666666666668,-60.020016,0.36891326,5340.0,0.9200843,0.21512575,26700.0
268,0.020833333333333332,0.21071859,0.0008333333333333334,-59.93957,0.3689158,5360.0,0.9200733,0.21513085,26800.0
269,0.016666666666666666,0.2107181,0.0,-59.43516,0.36891857,5380.0,0.92006207,0.21513438,26900.0
270,0.020833333333333332,0.21071713,0.0033333333333333335,-58.860626,0.36892107,5400.0,0.92005104,0.21513768,27000.0
271,0.008333333333333333,0.21071607,0.004166666666666667,-61.949524,0.36892366,5420.0,0.9200409,0.2151436,27100.0
272,0.025000000000000005,0.21071585,0.0025,-59.379223,0.36892584,5440.0,0.9200317,0.21514869,27200.0
273,0.008333333333333333,0.21071579,0.0008333333333333334,-59.00999,0.36892876,5460.0,0.92002016,0.2151538,27300.0
274,0.025000000000000005,0.21071519,0.0,-60.186535,0.36893138,5480.0,0.92000896,0.21515714,27400.0
275,0.012500000000000002,0.21071412,0.0008333333333333334,-60.423008,0.36893478,5500.0,0.91999847,0.21516304,27500.0
276,0.012500000000000002,0.21071391,0.004166666666666667,-61.40804,0.36893728,5520.0,0.91998845,0.2151678,27600.0
277,0.012500000000000002,0.21071322,0.0025,-60.768993,0.3689395,5540.0,0.91997814,0.21517263,27700.0
278,0.012500000000000002,0.21071227,0.0016666666666666668,-58.481388,0.3689421,5560.0,0.91996807,0.21517794,27800.0
279,0.016666666666666666,0.21071203,0.0016666666666666668,-58.604443,0.3689445,5580.0,0.919957,0.21518166,27900.0
280,0.012500000000000002,0.21071203,0.0008333333333333334,-59.801083,0.3689479,5600.0,0.91994685,0.21518458,28000.0
281,0.016666666666666666,0.21071099,0.0016666666666666668,-59.74468,0.3689514,5620.0,0.9199374,0.21519087,28100.0
282,0.004166666666666667,0.21071023,0.0008333333333333334,-60.624348,0.36895397,5640.0,0.9199271,0.2151962,28200.0
283,0.020833333333333332,0.21070923,0.0008333333333333334,-59.69517,0.36895677,5660.0,0.9199167,0.2152009,28300.0
284,0.02916666666666667,0.2107085,0.0025,-59.988476,0.36896,5680.0,0.91990733,0.21520539,28400.0
285,0.012500000000000002,0.21070816,0.0008333333333333334,-59.423553,0.36896303,5700.0,0.9198963,0.21520865,28500.0
286,0.020833333333333332,0.21070689,0.0008333333333333334,-60.4315,0.36896625,5720.0,0.91988707,0.21521126,28600.0
287,0.020833333333333332,0.2107064,0.0033333333333333335,-57.66525,0.3689687,5740.0,0.9198773,0.2152168,28700.0
288,0.008333333333333333,0.21070574,0.0016666666666666668,-61.79547,0.36897135,5760.0,0.9198683,0.21522124,28800.0
289,0.008333333333333333,0.21070392,0.0025,-60.251614,0.36897358,5780.0,0.9198591,0.21522976,28900.0
290,0.008333333333333333,0.21070313,0.0033333333333333335,-58.83256,0.3689756,5800.0,0.9198491,0.215236,29000.0
291,0.016666666666666666,0.2107024,0.0016666666666666668,-59.98418,0.36897817,5820.0,0.9198386,0.21524186,29100.0
292,0.020833333333333332,0.21070193,0.0008333333333333334,-57.807026,0.36898255,5840.0,0.9198286,0.21524544,29200.0
293,0.008333333333333333,0.21070091,0.0008333333333333334,-61.3427,0.36898527,5860.0,0.91981846,0.21525048,29300.0
294,0.0,0.21070021,0.0033333333333333335,-61.28436,0.36898908,5880.0,0.9198079,0.21525387,29400.0
295,0.012500000000000002,0.21069974,0.0016666666666666668,-59.825634,0.36899188,5900.0,0.9197972,0.21525781,29500.0
296,0.004166666666666667,0.21069868,0.0025,-60.672455,0.36899424,5920.0,0.91978675,0.2152615,29600.0
297,0.012500000000000002,0.21069777,0.0008333333333333334,-61.6897,0.36899695,5940.0,0.9197771,0.21526386,29700.0
298,0.016666666666666666,0.21069747,0.0,-60.851597,0.36899957,5960.0,0.91976744,0.21526647,29800.0
299,0.016666666666666666,0.2106974,0.0016666666666666668,-60.298023,0.36900344,5980.0,0.91975784,0.21527028,29900.0
300,0.020833333333333332,0.21069652,0.0033333333333333335,-61.015003,0.36900678,6000.0,0.9197491,0.21527587,30000.0
301,0.012500000000000002,0.21069627,0.0,-62.8649,0.36901036,6020.0,0.91974026,0.21527922,30100.0
302,0.012500000000000002,0.21069562,0.0008333333333333334,-61.00218,0.3690137,6040.0,0.9197326,0.21528454,30200.0
303,0.004166666666666667,0.21069558,0.0016666666666666668,-61.05505,0.36901733,6060.0,0.91972655,0.21529005,30300.0
304,0.025000000000000005,0.21069527,0.004166666666666667,-60.36934,0.36902002,6080.0,0.9197204,0.21529551,30400.0
305,0.004166666666666667,0.21069486,0.0016666666666666668,-59.709248,0.3690221,6100.0,0.9197157,0.2152979,30500.0
306,0.004166666666666667,0.21069537,0.0008333333333333334,-60.275776,0.36902514,6120.0,0.91971326,0.21530391,30600.0
307,0.012500000000000002,0.21069543,0.0025,-60.84854,0.36902776,6140.0,0.91971093,0.21530843,30700.0
308,0.008333333333333333,0.2106957,0.0016666666666666668,-60.58624,0.3690296,6160.0,0.9197083,0.21531315,30800.0
309,0.008333333333333333,0.21069615,0.004166666666666667,-56.807858,0.36903265,6180.0,0.919705,0.21531737,30900.0
310,0.024999999999999998,0.21069635,0.0025,-58.886215,0.36903486,6200.0,0.9197021,0.2153212,31000.0
311,0.020833333333333332,0.21069622,0.0,-58.592632,0.36903724,6220.0,0.91969854,0.21532564,31100.0
312,0.008333333333333333,0.21069582,0.004166666666666667,-58.56303,0.3690386,6240.0,0.9196959,0.21532945,31200.0
313,0.0,0.21069492,0.0008333333333333334,-59.048695,0.36904153,6260.0,0.91969275,0.21533285,31300.0
314,0.012500000000000002,0.21069463,0.0008333333333333334,-57.185528,0.3690441,6280.0,0.919689,0.21533592,31400.0
315,0.008333333333333333,0.2106943,0.0033333333333333335,-57.458206,0.3690466,6300.0,0.91968507,0.21533848,31500.0
316,0.004166666666666667,0.21069443,0.0008333333333333334,-57.836163,0.36904836,6320.0,0.91968006,0.21534292,31600.0
317,0.012500000000000002,0.21069424,0.0008333333333333334,-58.793575,0.3690509,6340.0,0.9196752,0.21534695,31700.0
318,0.016666666666666666,0.21069436,0.0033333333333333335,-56.82485,0.36905313,6360.0,0.91966844,0.21535254,31800.0
319,0.016666666666666666,0.21069364,0.0025,-58.76115,0.3690546,6380.0,0.9196618,0.21535535,31900.0
320,0.024999999999999998,0.21069328,0.0025,-57.06015,0.36905774,6400.0,0.9196558,0.21535818,32000.0
321,0.016666666666666666,0.21069308,0.0025,-59.22447,0.36906004,6420.0,0.91964823,0.21536164,32100.0
322,0.016666666666666666,0.21069281,0.0008333333333333334,-57.022903,0.3690625,6440.0,0.91964024,0.21536629,32200.0
323,0.012500000000000002,0.21069221,0.0,-58.98155,0.3690653,6460.0,0.9196318,0.21536992,32300.0
324,0.029166666666666664,0.21069153,0.0016666666666666668,-56.679516,0.36906838,6480.0,0.91962343,0.21537225,32400.0
325,0.0,0.21069057,0.0008333333333333334,-58.575653,0.36907005,6500.0,0.9196146,0.21537702,32500.0
326,0.016666666666666666,0.21068947,0.0016666666666666668,-60.18805,0.36907312,6520.0,0.9196066,0.21538101,32600.0
327,0.020833333333333332,0.21068875,0.0016666666666666668,-58.772568,0.36907545,6540.0,0.9195985,0.21538456,32700.0
328,0.020833333333333332,0.21068734,0.0008333333333333334,-60.771893,0.3690777,6560.0,0.919591,0.2153877,32800.0
329,0.012500000000000002,0.21068722,0.0008333333333333334,-59.116016,0.36907992,6580.0,0.9195836,0.21539311,32900.0
330,0.0,0.21068637,0.0,-61.631115,0.36908284,6600.0,0.9195754,0.21539712,33000.0
331,0.0,0.21068573,0.0025,-61.12324,0.36908555,6620.0,0.9195687,0.21540117,33100.0
332,0.02916666666666667,0.21068501,0.0008333333333333334,-58.17622,0.3690885,6640.0,0.9195621,0.21540342,33200.0
333,0.008333333333333333,0.21068467,0.0008333333333333334,-59.86907,0.36909094,6660.0,0.91955584,0.2154092,33300.0
334,0.008333333333333333,0.21068339,0.0025,-56.736706,0.3690932,6680.0,0.9195497,0.21541433,33400.0
335,0.008333333333333333,0.21068214,0.0033333333333333335,-59.379696,0.36909452,6700.0,0.9195449,0.21542037,33500.0
336,0.03333333333333333,0.21068043,0.0016666666666666668,-57.02632,0.36909595,6720.0,0.91954213,0.21542634,33600.0
337,0.016666666666666666,0.21067806,0.0,-56.20752,0.36909547,6740.0,0.9195395,0.2154318,33700.0
338,0.012500000000000002,0.21067518,0.0016666666666666668,-57.711643,0.36909613,6760.0,0.9195366,0.21543781,33800.0
339,0.004166666666666667,0.21067207,0.0008333333333333334,-57.070637,0.36909667,6780.0,0.9195339,0.21544492,33900.0
340,0.008333333333333333,0.2106706,0.0016666666666666668,-57.351078,0.3690963,6800.0,0.91953045,0.21544997,34000.0
341,0.016666666666666666,0.2106694,0.0016666666666666668,-54.397823,0.36909744,6820.0,0.91952723,0.2154568,34100.0
342,0.004166666666666667,0.21066827,0.0025,-56.786755,0.36909804,6840.0,0.9195244,0.21546419,34200.0
343,0.008333333333333333,0.21066701,0.0025,-55.73125,0.36909923,6860.0,0.91951925,0.21547075,34300.0
344,0.012500000000000002,0.21066552,0.0,-56.322674,0.3691,6880.0,0.91951436,0.21547864,34400.0
345,0.020833333333333332,0.21066482,0.0016666666666666668,-57.656403,0.36910138,6900.0,0.9195089,0.2154855,34500.0
346,0.012500000000000002,0.21066344,0.0008333333333333334,-56.747726,0.36910173,6920.0,0.91950303,0.215492,34600.0
347,0.016666666666666666,0.21066238,0.0016666666666666668,-57.884975,0.3691032,6940.0,0.91949576,0.21550031,34700.0
348,0.012500000000000002,0.21066137,0.0025,-56.341644,0.3691052,6960.0,0.91948915,0.2155066,34800.0
349,0.008333333333333333,0.21066077,0.0,-57.038258,0.3691071,6980.0,0.91948247,0.21551315,34900.0
350,0.020833333333333332,0.21066023,0.0016666666666666668,-57.974384,0.369109,7000.0,0.9194749,0.21551995,35000.0
351,0.012500000000000002,0.21065976,0.0008333333333333334,-56.181194,0.3691117,7020.0,0.9194673,0.21552546,35100.0
